op_setting_1,op_setting_2,op_setting_3,sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,sensor_6,sensor_7,sensor_8,sensor_9,sensor_10,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_16,sensor_17,sensor_18,sensor_19,sensor_20,sensor_21
0.0016,0,100,518.67,643.66,1597.05,1416.36,14.62,21.61,550.88,2388.24,9047.88,1.3,48.09,520.6,2388.23,8112.57,8.4929,0.03,396,2388,100,38.58,23.1468
25.0049,0.6201,60,462.54,537.28,1272.59,1062.12,7.05,9.03,175.48,1915.08,8001.72,0.94,37.11,163.77,2027.89,7867.08,10.9817,0.02,310,1915,84.93,14.22,8.4472
20.0027,0.7018,100,491.19,608.37,1497.69,1264.75,9.35,13.66,333.24,2324,8708.49,1.07,44.84,313.76,2388.14,8045.04,9.3228,0.03,368,2324,100,24.4,14.5604
25.0062,0.6216,60,462.54,537.31,1263.47,1061.96,7.05,9.03,174.97,1915.05,7998.42,0.94,37.05,164.11,2027.91,7859.34,10.9948,0.02,310,1915,84.93,14.11,8.4978
35.0027,0.84,100,449.44,556.39,1382.48,1147.83,5.48,8,193.93,2222.62,8333.18,1.02,42.27,182.39,2387.65,8048.38,9.4208,0.02,337,2223,100,14.6,8.8256
0.001,0,100,518.67,643.84,1600.26,1429.35,14.62,21.61,551.14,2388.33,9037.9,1.3,48.29,519.31,2388.27,8115.58,8.5177,0.03,396,2388,100,38.57,23.096
20.0048,0.7,100,491.19,608.11,1492.72,1268.16,9.35,13.66,333.41,2324.06,8712.01,1.08,44.95,314.19,2388.14,8046.11,9.2736,0.03,368,2324,100,24.21,14.6076
34.9997,0.8408,100,449.44,556.38,1373.89,1139.88,5.48,8,194.01,2222.6,8338.52,1.02,42.55,182.16,2387.62,8040.29,9.4118,0.02,338,2223,100,14.72,8.811
25.0056,0.6212,60,462.54,537.72,1277.87,1064.62,7.05,9.03,174.79,1915.01,7998.97,0.94,37.34,164.41,2027.86,7859.16,10.988,0.02,310,1915,84.93,13.9,8.4759
0.0008,0.0002,100,518.67,643.49,1599.14,1439.23,14.62,21.61,550.76,2388.31,9034.41,1.3,48.18,520.18,2388.3,8113.96,8.5203,0.03,397,2388,100,38.34,23.1052
0.0014,0.001,100,518.67,643.83,1594.7,1428.34,14.62,21.61,551.29,2388.3,9043.32,1.3,48.16,519.76,2388.31,8116.17,8.5135,0.03,396,2388,100,38.55,22.9923
10.0015,0.2516,100,489.05,606.08,1514.1,1331.12,10.52,15.5,392.39,2319.23,8755.42,1.26,46.07,370.35,2388.39,8111.56,8.726,0.03,373,2319,100,28.19,16.9242
-0.001,0,100,518.67,643.25,1599.99,1409.62,14.62,21.61,553.27,2388.13,9055.24,1.3,47.43,521.66,2388.1,8135.84,8.4336,0.03,394,2388,100,38.83,23.2979
0.0003,-0.0004,100,518.67,643.05,1598.85,1414.03,14.62,21.61,552.79,2388.08,9066.91,1.3,47.37,521.73,2388.04,8144.24,8.4679,0.03,394,2388,100,39,23.2359
0.0013,-0.0001,100,518.67,643.52,1592.63,1412.81,14.62,21.61,553.34,2388.15,9067.29,1.3,47.69,521.18,2388.11,8145.31,8.4221,0.03,394,2388,100,38.66,23.3003
-0.0013,-0.0002,100,518.67,642.59,1595.5,1409.09,14.62,21.61,552.72,2388.1,9079.35,1.3,47.57,521.32,2388.1,8148.39,8.4595,0.03,394,2388,100,38.75,23.2431
0.0058,-0.0002,100,518.67,643.32,1593.4,1413.69,14.62,21.61,552.83,2388.11,9069.01,1.3,47.73,521.06,2388.1,8146.34,8.4458,0.03,394,2388,100,38.59,23.2403
-0.0001,-0.0004,100,518.67,643.13,1594.1,1410.86,14.62,21.61,553.41,2388.11,9078.58,1.3,47.53,520.8,2388.12,8152.88,8.4475,0.03,394,2388,100,38.68,23.2126
-0.0013,0.0005,100,518.67,643.28,1590.26,1414.54,14.62,21.61,553.37,2388.08,9075.37,1.3,47.75,521.57,2388.16,8149.36,8.4847,0.03,394,2388,100,38.75,23.3012
0.0012,-0.0001,100,518.67,642.78,1598.39,1418.32,14.62,21.61,552.89,2388.11,9080.4,1.3,47.64,520.95,2388.12,8149.36,8.4596,0.03,393,2388,100,38.72,23.3051
-0.0005,-0.0003,100,518.67,643.12,1589.98,1416.63,14.62,21.61,552.69,2388.13,9084.03,1.3,47.77,521.21,2388.08,8158.16,8.4526,0.03,396,2388,100,38.79,23.1676
-0.0012,0.0002,100,518.67,643.25,1592.73,1409.92,14.62,21.61,552.74,2388.12,9078.64,1.3,47.88,521.08,2388.12,8149.97,8.4402,0.03,393,2388,100,38.74,23.2929
-0.0047,-0.0002,100,518.67,643.06,1594.49,1420.97,14.62,21.61,552.88,2388.06,9082.8,1.3,47.57,521.14,2388.1,8155.25,8.4502,0.03,394,2388,100,38.69,23.2251
-0.0025,0,100,518.67,643.67,1592.31,1414.3,14.62,21.61,552.84,2388.15,9082.44,1.3,47.7,520.95,2388.15,8162.62,8.4628,0.03,395,2388,100,38.69,23.3933
-0.0007,0.0003,100,518.67,642.71,1601.18,1412.94,14.62,21.61,552.71,2388.12,9082.4,1.3,47.64,520.77,2388.09,8158.72,8.4777,0.03,394,2388,100,38.84,23.2438
0.001,-0.0004,100,518.67,643.27,1597.19,1418.92,14.62,21.61,552.56,2388.15,9081.87,1.3,47.77,520.88,2388.15,8161.47,8.448,0.03,395,2388,100,38.87,23.2494
0.0016,-0.0001,100,518.67,643.05,1587.82,1414.59,14.62,21.61,552.81,2388.04,9091.8,1.3,47.76,520.33,2388.09,8163.47,8.4322,0.03,396,2388,100,38.78,23.1092
-0.0013,0,100,518.67,643.07,1597.57,1418.82,14.62,21.61,552.14,2388.08,9090.13,1.3,47.82,521.22,2388.11,8164.86,8.4116,0.03,395,2388,100,38.67,23.1022
0.0033,-0.0003,100,518.67,642.95,1592.71,1419.52,14.62,21.61,552.51,2388.05,9094.23,1.3,47.85,520.9,2388.09,8165.49,8.4794,0.03,395,2388,100,38.67,23.1766
0.0008,0.0001,100,518.67,643.69,1595.99,1418.5,14.62,21.61,552.91,2388.19,9098.66,1.3,47.77,521.07,2388.1,8166.1,8.4572,0.03,394,2388,100,38.61,23.2138
0.0001,-0.0001,100,518.67,642.98,1590.64,1417.78,14.62,21.61,552.19,2388.13,9099.87,1.3,47.76,520.8,2388.13,8165.13,8.5038,0.03,393,2388,100,38.6,23.1608
0.0003,0.0003,100,518.67,643.24,1599.02,1417.34,14.62,21.61,552.61,2388.12,9096.29,1.3,47.78,520.82,2388.14,8171.5,8.4764,0.03,395,2388,100,38.49,23.1211
-0.0015,0.0001,100,518.67,643.11,1592.77,1422.49,14.62,21.61,552.84,2388.08,9101.92,1.3,47.71,521.21,2388.14,8170.64,8.4447,0.03,394,2388,100,38.64,23.2517
0.0012,-0.0004,100,518.67,642.93,1593.15,1420.71,14.62,21.61,552.82,2388.2,9099.01,1.3,47.79,520.95,2388.14,8173.3,8.4903,0.03,394,2388,100,38.59,23.2389
0.0027,-0.0004,100,518.67,643.14,1598.42,1420.01,14.62,21.61,552.51,2388.15,9104.41,1.3,47.84,520.6,2388.13,8169.16,8.4811,0.03,393,2388,100,38.64,23.284
0.0015,0.0002,100,518.67,643.28,1598.29,1426.52,14.62,21.61,552.84,2388.09,9101.7,1.3,47.86,520.1,2388.16,8171.99,8.4892,0.03,394,2388,100,38.85,23.1497
0.0038,-0.0001,100,518.67,643.07,1594.69,1413.6,14.62,21.61,551.73,2388.13,9100.81,1.3,47.76,520.51,2388.13,8173.51,8.5033,0.03,393,2388,100,38.63,23.0761
0.0004,-0.0002,100,518.67,643.32,1595.55,1424.19,14.62,21.61,552.29,2388.11,9107.28,1.3,47.78,520.54,2388.1,8179.36,8.4915,0.03,395,2388,100,38.64,23.1678
0.0024,0.0003,100,518.67,642.84,1598.36,1422.59,14.62,21.61,552.88,2388.14,9112.81,1.3,47.9,521.08,2388.11,8178.82,8.5333,0.03,397,2388,100,38.47,23.2542
0.0027,0,100,518.67,642.88,1595.65,1423.84,14.62,21.61,551.76,2388.17,9107.19,1.3,47.67,520.56,2388.11,8183.99,8.5018,0.03,395,2388,100,38.51,23.1509
0.0005,0.0002,100,518.67,643,1594.56,1419.82,14.62,21.61,553.03,2388.17,9110,1.3,47.74,520.96,2388.09,8183.12,8.509,0.03,397,2388,100,38.71,23.1809
-0.0024,0,100,518.67,643.71,1603.7,1424.19,14.62,21.61,552.33,2388.13,9112.74,1.3,47.9,520.52,2388.09,8180.12,8.4818,0.03,395,2388,100,38.64,23.1287
0,0.0003,100,518.67,643.23,1599.5,1417.04,14.62,21.61,551.78,2388.16,9122.41,1.3,48.03,520.84,2388.13,8183.6,8.5129,0.03,394,2388,100,38.65,23.2254
-0.0012,-0.0003,100,518.67,643.21,1596.17,1423.23,14.62,21.61,552.01,2388.19,9119.85,1.3,47.91,520.24,2388.11,8181.45,8.4997,0.03,395,2388,100,38.55,23.1753
0.0012,-0.0001,100,518.67,643.46,1602.85,1421.16,14.62,21.61,552.1,2388.16,9124.86,1.3,48.03,520.18,2388.14,8185.03,8.5221,0.03,394,2388,100,38.64,23.0922
-0.0038,-0.0003,100,518.67,643.39,1600.67,1421.84,14.62,21.61,551.97,2388.12,9123.27,1.3,48.01,520.89,2388.16,8189.18,8.4655,0.03,394,2388,100,38.8,23.2275
0.002,-0.0002,100,518.67,643.6,1609.06,1428.92,14.62,21.61,551.98,2388.15,9126.03,1.3,47.76,520.04,2388.12,8195.98,8.4907,0.03,395,2388,100,38.73,23.1447
0.0002,0.0004,100,518.67,643.54,1597.82,1421.46,14.62,21.61,551.85,2388.14,9121.6,1.3,47.92,521.02,2388.13,8192.52,8.4987,0.03,396,2388,100,38.57,23.13
-0.0008,-0.0001,100,518.67,643.73,1598.38,1421.08,14.62,21.61,552.27,2388.14,9129.24,1.3,47.78,519.94,2388.17,8193.7,8.5,0.03,397,2388,100,38.31,23.1185
-0.0003,-0.0003,100,518.67,643.23,1602.57,1418.94,14.62,21.61,551.8,2388.16,9124.75,1.3,47.8,520.35,2388.15,8199.6,8.5346,0.03,396,2388,100,38.56,23.1418
0.0046,0.0002,100,518.67,643.08,1600.58,1426.46,14.62,21.61,551.96,2388.11,9134.47,1.3,48.05,520.44,2388.12,8205.35,8.4948,0.03,396,2388,100,38.53,23.0528
-0.0016,-0.0004,100,518.67,643.71,1599.54,1419.52,14.62,21.61,552.08,2388.17,9133.8,1.3,47.87,520.4,2388.16,8205.99,8.4988,0.03,395,2388,100,38.48,23.0585
0.0004,0,100,518.67,643.43,1604.86,1432.39,14.62,21.61,552.42,2388.16,9136.94,1.3,48.12,520.61,2388.14,8207.5,8.4845,0.03,397,2388,100,38.45,23.0453
-0.0024,0.0001,100,518.67,643.17,1610.57,1427.79,14.62,21.61,552.3,2388.17,9131,1.3,48.07,520.74,2388.17,8208.97,8.5075,0.03,396,2388,100,38.58,23.1415
-0.0008,-0.0004,100,518.67,643.53,1612.88,1418.86,14.62,21.61,551.15,2388.15,9146.79,1.3,48.11,520.5,2388.2,8212.93,8.554,0.03,396,2388,100,38.28,23.1357
0.0011,0,100,518.67,643.77,1597.42,1429.73,14.62,21.61,551.2,2388.17,9140.98,1.3,48.04,519.8,2388.13,8210.94,8.5109,0.03,397,2388,100,38.49,23.209
-0.003,-0.0001,100,518.67,643.5,1602.21,1432.17,14.62,21.61,551.85,2388.11,9144.17,1.3,48.34,520.26,2388.19,8210.25,8.5269,0.03,396,2388,100,38.43,23.0185
-0.0011,0.0003,100,518.67,643.87,1605.83,1431.55,14.62,21.61,551.48,2388.16,9149.29,1.3,48.28,520.08,2388.15,8218.44,8.5015,0.03,397,2388,100,38.35,23.1104
-0.0002,-0.0004,100,518.67,644.26,1610.89,1430.32,14.62,21.61,550.99,2388.15,9153.32,1.3,48.22,519.76,2388.16,8211.76,8.5477,0.03,397,2388,100,38.53,23.1291
0.0005,-0.0003,100,518.67,642.97,1591.47,1405.68,14.62,21.61,553.37,2388.05,9083.28,1.3,47.53,521.73,2388.06,8154.44,8.4849,0.03,395,2388,100,38.93,23.2992
-0.0025,-0.0005,100,518.67,642.86,1596,1408.79,14.62,21.61,553.96,2388.05,9083.47,1.3,47.63,521.34,2388.11,8150.63,8.4351,0.03,394,2388,100,38.8,23.2343
-0.003,0.0002,100,518.67,642.73,1595.65,1412.04,14.62,21.61,553.35,2388.06,9087.11,1.3,47.71,521.27,2388.05,8158.42,8.4438,0.03,396,2388,100,38.65,23.3265
0.0018,0.0005,100,518.67,643.23,1593.09,1409.05,14.62,21.61,552.82,2388.11,9090.48,1.3,47.53,521.4,2388.08,8166.51,8.4595,0.03,394,2388,100,38.82,23.2402
-0.0001,0.0005,100,518.67,642.99,1598.92,1410.7,14.62,21.61,552.94,2388.12,9095.91,1.3,47.72,520.86,2388.03,8165.27,8.4094,0.03,393,2388,100,38.78,23.2294
-0.0016,0.0005,100,518.67,643.29,1597.75,1416.26,14.62,21.61,552.75,2388.1,9085.04,1.3,47.68,521.13,2388.15,8166.6,8.4562,0.03,394,2388,100,38.77,23.2349
-0.0029,-0.0002,100,518.67,643.2,1596.77,1414.88,14.62,21.61,553.31,2388.08,9096.96,1.3,47.69,520.99,2388.05,8170.57,8.4291,0.03,395,2388,100,38.75,23.1349
0.0036,0.0005,100,518.67,643.41,1587.63,1414.39,14.62,21.61,553.38,2388.11,9091.2,1.3,47.72,520.96,2388.04,8167.93,8.471,0.03,395,2388,100,38.63,23.2841
0.004,0,100,518.67,643.19,1593.01,1414.92,14.62,21.61,553.47,2388.11,9097.4,1.3,47.6,521.01,2388.06,8169.83,8.4627,0.03,394,2388,100,38.78,23.2043
-0.0015,0,100,518.67,642.92,1600.75,1411.6,14.62,21.61,552.67,2388.09,9100.83,1.3,47.81,521.2,2388.05,8168.43,8.471,0.03,395,2388,100,38.91,23.1627
0.0054,0.0001,100,518.67,642.63,1594.72,1421.74,14.62,21.61,552.77,2388.06,9094.32,1.3,47.66,521.18,2388.13,8165.43,8.4549,0.03,395,2388,100,38.81,23.2154
-0.0059,0.0004,100,518.67,643.26,1595.7,1413.3,14.62,21.61,553.25,2388.12,9096.11,1.3,47.6,521.4,2388.08,8165.99,8.4683,0.03,394,2388,100,38.8,23.23
-0.0004,-0.0003,100,518.67,642.87,1590.13,1410.5,14.62,21.61,552.66,2388.11,9094.48,1.3,47.59,520.68,2388.08,8169.05,8.4778,0.03,395,2388,100,38.74,23.0978
0.0009,-0.0005,100,518.67,642.57,1595.51,1412.96,14.62,21.61,552.96,2388.07,9105.16,1.3,47.61,520.97,2388.13,8171.86,8.474,0.03,395,2388,100,38.82,23.2315
-0.0004,0.0002,100,518.67,642.8,1596.98,1412.85,14.62,21.61,553.36,2388.08,9101.99,1.3,47.76,521.21,2388.16,8170.06,8.4651,0.03,395,2388,100,38.66,23.1962
0.0006,0.0003,100,518.67,643.38,1597.31,1417.53,14.62,21.61,552.75,2388.09,9095.29,1.3,47.92,521.23,2388.09,8169.77,8.4809,0.03,393,2388,100,38.7,23.1589
-0.0005,0.0001,100,518.67,643.18,1598.74,1417.15,14.62,21.61,553.29,2388.11,9102.46,1.3,47.68,520.52,2388.13,8173.21,8.4591,0.03,395,2388,100,38.61,23.1636
0.0022,-0.0003,100,518.67,642.85,1593.4,1415.7,14.62,21.61,552.15,2388.11,9102.84,1.3,47.63,521.26,2388.13,8171.13,8.4497,0.03,395,2388,100,38.66,23.3428
-0.0013,0.0004,100,518.67,643.31,1598.23,1419.29,14.62,21.61,552.36,2388.06,9103.89,1.3,47.81,521.52,2388.06,8174.19,8.4338,0.03,394,2388,100,38.7,23.2208
-0.0035,-0.0004,100,518.67,643.48,1604.22,1420.27,14.62,21.61,552.07,2388.07,9098.6,1.3,47.54,521.12,2388.1,8180.74,8.5006,0.03,394,2388,100,38.92,23.1146
-0.0003,0.0003,100,518.67,642.76,1596.62,1419.84,14.62,21.61,553.4,2388.14,9103.57,1.3,47.81,520.79,2388.09,8177.35,8.4808,0.03,394,2388,100,38.75,23.184
0.0036,0,100,518.67,643.14,1593.39,1414.57,14.62,21.61,552.27,2388.12,9103.53,1.3,47.76,520.36,2388.12,8173.12,8.4436,0.03,394,2388,100,38.73,23.2105
-0.0018,0.0002,100,518.67,643.15,1592.5,1417.8,14.62,21.61,553.15,2388.16,9106.5,1.3,47.65,521.03,2388.08,8177.31,8.4821,0.03,395,2388,100,38.56,23.1776
0.0002,-0.0004,100,518.67,642.3,1596.66,1407.71,14.62,21.61,552.89,2388.09,9105.74,1.3,47.86,521.02,2388.08,8175.95,8.4671,0.03,395,2388,100,38.58,23.1431
-0.0024,0.0001,100,518.67,643.31,1599.51,1413.26,14.62,21.61,552.41,2388.17,9110.61,1.3,47.72,521.08,2388.12,8177.93,8.492,0.03,395,2388,100,38.78,23.1073
-0.0031,0.0001,100,518.67,643,1594.42,1419.49,14.62,21.61,553.05,2388.05,9104.78,1.3,47.73,521.17,2388.08,8171.97,8.4712,0.03,394,2388,100,38.66,23.1525
0.001,0.0001,100,518.67,642.57,1596.24,1412.57,14.62,21.61,551.82,2388.11,9112.68,1.3,47.68,520.95,2388.1,8182.45,8.4444,0.03,395,2388,100,38.63,23.2084
-0.0018,0.0002,100,518.67,643.12,1595.24,1415.73,14.62,21.61,552.16,2388.13,9109.51,1.3,47.83,520.68,2388.14,8177.84,8.489,0.03,395,2388,100,38.47,23.29
0.0015,-0.0003,100,518.67,642.74,1591.53,1415.68,14.62,21.61,553.46,2388.14,9117.98,1.3,47.86,520.84,2388.12,8180.41,8.4838,0.03,394,2388,100,38.68,23.2446
-0.0014,0.0003,100,518.67,643.76,1596.58,1417.18,14.62,21.61,551.64,2388.08,9117.63,1.3,47.85,520.74,2388.12,8182.15,8.4912,0.03,395,2388,100,38.65,23.2257
-0.0016,-0.0004,100,518.67,643.2,1599.85,1428.94,14.62,21.61,553.32,2388.09,9116.23,1.3,47.96,521.05,2388.08,8179.62,8.4514,0.03,396,2388,100,38.58,23.1492
0.0013,-0.0004,100,518.67,643.06,1594.69,1414.3,14.62,21.61,552.78,2388.11,9111.29,1.3,47.88,520.51,2388.13,8179.49,8.4823,0.03,394,2388,100,38.59,23.1777
-0.0028,-0.0003,100,518.67,643.26,1599.01,1417.22,14.62,21.61,551.83,2388.18,9114.84,1.3,47.89,520.16,2388.11,8181.79,8.4815,0.03,395,2388,100,38.68,23.1738
0.0007,-0.0002,100,518.67,643.47,1601.15,1415.81,14.62,21.61,552.47,2388.1,9117.84,1.3,48,520.56,2388.14,8188.59,8.4821,0.03,395,2388,100,38.69,23.2817
0.0022,-0.0004,100,518.67,643.36,1594.27,1419.31,14.62,21.61,552.53,2388.08,9113.65,1.3,47.8,520.58,2388.12,8181.48,8.5005,0.03,394,2388,100,38.68,23.1763
-0.0012,0.0003,100,518.67,643.53,1597.39,1416.13,14.62,21.61,551.91,2388.09,9120.14,1.3,47.94,520.41,2388.18,8184.82,8.5047,0.03,398,2388,100,38.6,23.2065
-0.001,0.0004,100,518.67,643.94,1601.53,1419.4,14.62,21.61,552.76,2388.1,9122.52,1.3,47.83,520.57,2388.08,8188.56,8.4765,0.03,395,2388,100,38.63,23.2001
0.0037,0.0004,100,518.67,643.62,1602.81,1419.33,14.62,21.61,552.43,2388.08,9119.76,1.3,47.98,520.26,2388.12,8190.34,8.4949,0.03,393,2388,100,38.56,23.1149
0.0042,-0.0005,100,518.67,643.29,1597.53,1422.06,14.62,21.61,552.13,2388.13,9113.36,1.3,47.84,520.41,2388.08,8183.15,8.4585,0.03,395,2388,100,38.81,23.1697
0.0022,-0.0001,100,518.67,642.92,1593.68,1417.15,14.62,21.61,551.92,2388.05,9125.11,1.3,47.84,519.89,2388.12,8189.82,8.5175,0.03,396,2388,100,38.83,23.1844
-0.0025,0.0004,100,518.67,643.22,1594.41,1420.88,14.62,21.61,552.08,2388.15,9110.98,1.3,48.03,520.74,2388.12,8192.38,8.4969,0.03,395,2388,100,38.63,23.1773
0.0028,0.0005,100,518.67,643.07,1591.15,1421.85,14.62,21.61,552.38,2388.1,9120.69,1.3,47.76,520.34,2388.09,8192.82,8.5117,0.03,394,2388,100,38.64,23.2026
0.0006,0.0004,100,518.67,643.45,1605.68,1424.5,14.62,21.61,552.56,2388.14,9130.84,1.3,47.86,520.85,2388.12,8190.33,8.5215,0.03,396,2388,100,38.62,23.1177
-0.0015,0.0001,100,518.67,643.88,1590.12,1417.89,14.62,21.61,551.98,2388.12,9122.56,1.3,47.84,520.68,2388.12,8193.16,8.4913,0.03,395,2388,100,38.65,23.2522
-0.0018,0.0005,100,518.67,643.65,1593.29,1422.27,14.62,21.61,552.4,2388.19,9124.67,1.3,47.98,520.12,2388.12,8189.26,8.5043,0.03,394,2388,100,38.44,23.1068
0.0027,0,100,518.67,643.29,1596.59,1424.3,14.62,21.61,552.68,2388.18,9131.01,1.3,47.99,520.67,2388.11,8191.41,8.4855,0.03,396,2388,100,38.67,23.1251
0.0009,-0.0002,100,518.67,643.36,1602.74,1424.5,14.62,21.61,552.87,2388.08,9123.45,1.3,47.95,520.4,2388.13,8193.17,8.5149,0.03,396,2388,100,38.68,23.1431
-0.0003,-0.0002,100,518.67,643.3,1596.54,1417.16,14.62,21.61,551.58,2388.16,9125.3,1.3,47.8,520.4,2388.15,8191.63,8.5197,0.03,396,2388,100,38.53,23.1715
0.0011,-0.0001,100,518.67,643.43,1598.18,1422.77,14.62,21.61,552.21,2388.14,9118.43,1.3,47.91,520.46,2388.12,8197.09,8.5067,0.03,394,2388,100,38.6,23.1527
-0.0011,0,100,518.67,643.56,1598.36,1418.53,14.62,21.61,551.73,2388.15,9124.4,1.3,47.9,520.48,2388.19,8197.72,8.5053,0.03,394,2388,100,38.39,23.1541
-0.0006,-0.0001,100,518.67,643.76,1598.5,1420.22,14.62,21.61,552.08,2388.18,9128.58,1.3,47.84,520.56,2388.16,8198.94,8.489,0.03,395,2388,100,38.54,23.0459
-0.0008,0.0001,100,518.67,643.74,1595.01,1419.59,14.62,21.61,551.19,2388.11,9135.3,1.3,47.89,520.66,2388.16,8199.53,8.4693,0.03,395,2388,100,38.59,23.1095
0.0013,0,100,518.67,643.64,1597.34,1424.02,14.62,21.61,552.54,2388.15,9142.48,1.3,47.85,520.44,2388.15,8201,8.4857,0.03,397,2388,100,38.44,23.1794
-0.0015,-0.0003,100,518.67,643.59,1598.61,1422.24,14.62,21.61,552.25,2388.16,9138.55,1.3,48.02,520.23,2388.11,8205.66,8.5174,0.03,396,2388,100,38.54,23.0458
-0.0026,-0.0003,100,518.67,643.24,1598.34,1423.6,14.62,21.61,551.83,2388.17,9131.63,1.3,47.99,520.46,2388.11,8200.81,8.4981,0.03,396,2388,100,38.52,23.0111
-0.002,-0.0003,100,518.67,643.69,1602.79,1425.33,14.62,21.61,552.13,2388.14,9131.48,1.3,47.89,520.24,2388.17,8203.84,8.4578,0.03,395,2388,100,38.62,23.0448
0.0009,-0.0002,100,518.67,643.13,1599.39,1427.8,14.62,21.61,551.65,2388.14,9136.42,1.3,48.08,520.58,2388.19,8204.31,8.5308,0.03,399,2388,100,38.42,23.0299
0.0032,0.0002,100,518.67,643.5,1595.57,1418.81,14.62,21.61,551.71,2388.13,9135.51,1.3,47.98,520.13,2388.14,8206.25,8.4938,0.03,396,2388,100,38.48,23.2083
0.0026,0.0004,100,518.67,643.42,1604.39,1425.51,14.62,21.61,552.66,2388.19,9143.86,1.3,47.9,520.53,2388.2,8206.9,8.5013,0.03,397,2388,100,38.32,23.0711
0.0025,0.0004,100,518.67,643.53,1604.43,1426.05,14.62,21.61,551.66,2388.13,9143.09,1.3,48.1,520.38,2388.15,8208.04,8.5081,0.03,396,2388,100,38.49,23.0706
-0.0007,-0.0003,100,518.67,643.85,1604.43,1426.21,14.62,21.61,551.18,2388.17,9135.96,1.3,47.87,519.58,2388.2,8205.92,8.4788,0.03,397,2388,100,38.61,23.0444
0.0009,0.0004,100,518.67,643.36,1602.8,1434.68,14.62,21.61,551.46,2388.15,9146.43,1.3,48.16,520.43,2388.19,8205.51,8.5554,0.03,396,2388,100,38.26,23.1133
0.0002,-0.0001,100,518.67,643.84,1608.8,1422.27,14.62,21.61,552.15,2388.18,9145.39,1.3,47.91,519.91,2388.16,8209.21,8.5185,0.03,397,2388,100,38.3,23.0572
0.0015,0.0002,100,518.67,643.46,1608.97,1425.7,14.62,21.61,552.3,2388.14,9140.7,1.3,47.98,520.26,2388.18,8207.32,8.4914,0.03,396,2388,100,38.46,23.0918
-0.0025,-0.0003,100,518.67,643.51,1603.84,1432.32,14.62,21.61,552.01,2388.16,9146.02,1.3,48.13,520.32,2388.2,8211.2,8.5197,0.03,397,2388,100,38.2,23.1699
-0.0002,-0.0005,100,518.67,643.87,1600.62,1426.71,14.62,21.61,551.54,2388.2,9146.8,1.3,48.13,519.76,2388.2,8212.19,8.5358,0.03,396,2388,100,38.27,23.0563
10.0053,0.25,100,489.05,604.98,1507.13,1311.1,10.52,15.49,394.22,2318.89,8776.26,1.26,45.43,371.63,2388.19,8120.43,8.643,0.03,371,2319,100,28.48,17.1844
10.0006,0.2515,100,489.05,605,1506.41,1309.18,10.52,15.49,393.6,2318.94,8772.9,1.26,45.6,370.85,2388.17,8113.1,8.6487,0.03,370,2319,100,28.61,17.1836
41.9999,0.84,100,445,550.05,1356.43,1133.9,3.91,5.72,137.78,2211.63,8314.67,1.02,42.5,130.08,2387.62,8073.88,9.4318,0.02,332,2212,100,10.59,6.3591
10.0064,0.2511,100,489.05,605.68,1509.36,1314.55,10.52,15.5,393.95,2319.05,8768.07,1.26,45.51,371.12,2388.27,8117.31,8.6905,0.03,371,2319,100,28.58,17.1267
41.9985,0.8408,100,445,550.41,1357.68,1136.52,3.91,5.71,138.48,2211.65,8310.59,1.02,42.38,130.69,2387.67,8069.58,9.4096,0.02,332,2212,100,10.69,6.2811
9.9986,0.25,100,489.05,605.53,1505.2,1320.14,10.52,15.5,393.62,2319.06,8766.44,1.26,45.82,370.91,2388.22,8111.63,8.7057,0.03,370,2319,100,28.37,16.944
10.0049,0.2503,100,489.05,605.28,1505.98,1311.83,10.52,15.5,393.66,2319.07,8767.56,1.26,45.91,370.67,2388.29,8116.79,8.6983,0.03,372,2319,100,28.4,17.1314
42.0036,0.8409,100,445,550.06,1368.14,1138.14,3.91,5.72,138.05,2211.49,8312.15,1.02,42.31,130.23,2387.58,8065.46,9.4574,0.02,332,2212,100,10.55,6.4923
41.9997,0.84,100,445,550.4,1362.32,1136.98,3.91,5.71,138.04,2211.55,8316.61,1.02,42.3,129.98,2387.55,8063.64,9.4224,0.02,332,2212,100,10.47,6.3161
10.0059,0.25,100,489.05,605.45,1507.31,1323.03,10.52,15.5,393.19,2319.06,8764.72,1.26,45.8,371.09,2388.31,8110.03,8.6927,0.03,370,2319,100,28.32,17.0333
42.0035,0.84,100,445,550.65,1361.07,1133.99,3.91,5.71,138.45,2211.47,8310.46,1.02,42.38,130.45,2387.54,8067.16,9.4413,0.02,331,2212,100,10.66,6.3874
20.0076,0.7,100,491.19,608.27,1488.42,1266.95,9.35,13.66,333.48,2324.01,8722,1.07,44.68,313.7,2388.17,8047.49,9.2577,0.03,367,2324,100,24.39,14.5786
41.9981,0.84,100,445,550.06,1355.24,1133.54,3.91,5.71,138.84,2211.45,8310.04,1.02,42.55,130.23,2387.58,8062.02,9.434,0.02,331,2212,100,10.6,6.4192
42.0048,0.8402,100,445,550.35,1365.8,1141.27,3.91,5.72,138.17,2211.43,8304.84,1.02,42.38,130.11,2387.47,8058.46,9.4425,0.02,331,2212,100,10.48,6.2529
0.002,0,100,518.67,643.55,1593.11,1415.38,14.62,21.61,552.54,2388.2,9035.2,1.3,48,519.89,2388.23,8117.27,8.4889,0.03,395,2388,100,38.74,23.0937
